contract_id,event_date,event_type
3374,2021-04-05 20:44:01,Добавление в Обращались с номеров
3374,2021-04-05 20:44:41,Изменение контактных телефонов
3374,2021-04-05 20:54:16,Обращение в службу заботы о клиентах
3374,2021-04-05 21:04:52,Изменение контактных телефонов
3374,2021-04-05 21:05:07,Предложение ТВ-пакета
4056,2021-03-04 19:07:23,Предложение IPTV
4056,2021-03-04 19:07:56,Обращение в службу заботы о клиентах
21393,2021-03-13 19:19:10,Обращение в службу заботы о клиентах
41074,2021-03-31 17:38:19,Обращение в службу заботы о клиентах
41074,2021-04-05 20:31:28,Обращение в службу заботы о клиентах
41074,2021-04-05 20:34:18,Предложение ТВ-пакета
41088,2021-04-12 16:07:27,Обращение в службу заботы о клиентах
41088,2021-04-13 21:55:58,Предложение тарифа
41088,2021-04-13 21:56:02,Предложение тарифа
32094,2021-03-03 12:15:34,Обращение в службу заботы о клиентах
21483,2021-04-29 15:36:02,Добавление в Обращались с номеров
21483,2021-04-29 15:39:17,Обращение в службу заботы о клиентах
21483,2021-04-29 15:45:31,Обращение в службу заботы о клиентах
31770,2021-04-18 13:22:46,Обращение в службу заботы о клиентах
31770,2021-04-18 17:15:25,Обращение в службу заботы о клиентах
31770,2021-04-18 17:45:29,Обращение в службу заботы о клиентах
40412,2021-03-01 13:07:12,Обращение в службу заботы о клиентах
40412,2021-03-01 17:41:58,Отключение услуги Аренда ТВ-приставки
40412,2021-03-01 17:42:01,Оборудование
40412,2021-03-01 17:42:15,Обращение в службу заботы о клиентах
40412,2021-03-04 13:38:51,Обращение в службу заботы о клиентах
40412,2021-03-12 22:22:23,Обращение в службу заботы о клиентах
1119,2021-03-05 13:30:10,Обращение в службу заботы о клиентах
1119,2021-03-22 21:18:20,Обращение в службу заботы о клиентах
5284,2021-03-14 12:59:56,Обращение в службу заботы о клиентах
41130,2021-03-17 7:53:20,Активация ГП с IVR
41130,2021-04-01 21:46:39,Обращение в службу заботы о клиентах
41130,2021-04-10 18:38:54,Включение IPTV-пакета
41130,2021-04-10 18:42:51,Предложение ТВ-пакета
41130,2021-04-10 18:43:16,Обращение в службу заботы о клиентах
41130,2021-04-10 18:54:45,Обращение в службу заботы о клиентах
41130,2021-04-14 23:20:58,Обращение в службу заботы о клиентах
41130,2021-04-16 2:08:05,Добавление в Обращались с номеров
41130,2021-04-16 2:08:41,Обращение в службу заботы о клиентах
41130,2021-04-16 22:40:01,Обращение в службу заботы о клиентах
41130,2021-04-17 1:52:44,Включение IPTV-пакета
41130,2021-04-17 1:53:58,"Предложение акции ""Пригласи друга"""
41130,2021-04-17 1:56:52,Обращение в службу заботы о клиентах
41130,2021-04-17 2:48:34,Обращение в службу заботы о клиентах
41130,2021-04-21 15:06:49,Выключение IPTV-пакета
41130,2021-04-21 21:37:45,Обращение в службу заботы о клиентах
41130,2021-04-24 0:09:46,Обращение в службу заботы о клиентах
41130,2021-04-29 21:50:23,Изменение контактных телефонов
41130,2021-04-29 21:50:30,Удаление из Обращались с номеров
41130,2021-04-29 21:50:30,Удаление из Обращались с номеров
41130,2021-04-29 21:50:31,Удаление из Обращались с номеров
41130,2021-04-29 21:50:31,Удаление из Обращались с номеров
41130,2021-04-29 21:50:32,Удаление из Обращались с номеров
41130,2021-04-29 21:50:32,Удаление из Обращались с номеров
41130,2021-04-29 21:50:32,Удаление из Обращались с номеров
41130,2021-04-29 21:50:34,Удаление телефона из записи
41130,2021-04-29 21:50:34,Удаление телефона из записи
41130,2021-04-29 21:50:34,Удаление телефона из записи
41130,2021-04-29 21:51:05,Удаление телефона из записи
41130,2021-04-29 21:51:05,Удаление телефона из записи
41130,2021-04-29 21:51:05,Удаление телефона из записи
41130,2021-04-29 21:51:05,Удаление телефона из записи
41130,2021-04-29 21:51:06,Удаление телефона из записи
41130,2021-04-29 21:51:31,Обращение в службу заботы о клиентах
34027,2021-03-03 15:06:52,Активация гарантированного платежа
34027,2021-03-03 15:07:00,Обращение в службу заботы о клиентах
34027,2021-03-25 9:06:55,Активация гарантированного платежа
34027,2021-03-25 9:07:00,Обращение в службу заботы о клиентах
34027,2021-03-26 21:20:54,Обращение в службу заботы о клиентах
34027,2021-03-26 21:22:27,Обращение в службу заботы о клиентах
34027,2021-03-28 10:02:32,Обращение в службу заботы о клиентах
34027,2021-03-31 19:10:28,Активация гарантированного платежа
34027,2021-03-31 19:10:36,Обращение в службу заботы о клиентах
34027,2021-04-17 20:05:27,Активация гарантированного платежа
34027,2021-04-17 20:05:29,Обращение в службу заботы о клиентах
41147,2021-04-07 13:25:07,Смена схемы оплаты
41147,2021-04-07 13:25:34,Изменение истории
41147,2021-04-07 13:25:39,Изменение истории
41147,2021-04-07 13:25:44,Изменение истории
41147,2021-04-07 13:26:51,Предложение ТВ-пакета
41147,2021-04-07 13:27:04,Обращение в службу заботы о клиентах
1650,2021-04-18 13:06:39,Обращение в службу заботы о клиентах
41205,2021-04-19 23:35:11,Активация ГП с IVR
41207,2021-04-27 12:07:55,Внутреннее сообщение
41248,2021-04-11 22:02:50,Обращение в службу заботы о клиентах
41275,2021-03-11 14:32:45,Смена тарифа
5288,2021-04-09 12:15:20,Включена 20% скидка
5288,2021-04-09 12:15:20,Смена тарифа
5288,2021-04-09 12:15:37,Изменение истории
41283,2021-03-28 13:07:15,Обращение в службу заботы о клиентах
41283,2021-03-28 13:07:18,Предложение ТВ
1413,2021-04-06 16:32:59,Предложение ТВ
1413,2021-04-06 16:33:17,Изменение контактных телефонов
1413,2021-04-06 16:34:20,Обращение в службу заботы о клиентах
24186,2021-03-25 16:01:25,Смена тарифа
41332,2021-03-11 14:41:35,Изменение контактных телефонов
41332,2021-03-11 14:42:07,Внутреннее сообщение
41339,2021-03-17 14:34:07,Обращение в службу заботы о клиентах
41356,2021-03-30 17:32:26,Реестр договоров
41356,2021-04-08 20:54:56,Обращение в службу заботы о клиентах
41356,2021-04-08 20:59:16,Обращение в службу заботы о клиентах
41356,2021-04-09 21:08:57,Состояние клиентского оборудования
41357,2021-04-06 23:06:50,Реестр договоров
5896,2021-04-14 20:50:07,Смена пароля
5896,2021-04-14 20:51:34,Предложение ТВ
5896,2021-04-14 20:51:45,Обращение в службу заботы о клиентах
5896,2021-04-25 18:26:50,Обращение в службу заботы о клиентах
2268,2021-03-04 7:23:03,Обращение в службу заботы о клиентах
2268,2021-03-04 7:28:07,Обращение в службу заботы о клиентах
2268,2021-03-04 13:51:22,Состояние клиентского оборудования
2268,2021-03-18 11:51:49,Смена IP-адреса
2268,2021-03-18 13:15:13,Обращение в службу заботы о клиентах
2268,2021-04-06 19:10:02,Обращение в службу заботы о клиентах
41447,2021-04-10 9:18:19,Предложение тарифа
41447,2021-04-10 9:18:31,Обращение в службу заботы о клиентах
40786,2021-03-22 11:11:17,Обращение в службу заботы о клиентах
29968,2021-03-21 22:50:27,Смена схемы оплаты
29968,2021-03-21 22:51:16,Обращение в службу заботы о клиентах
29968,2021-04-22 7:24:59,Смена схемы оплаты
29968,2021-04-22 7:31:43,Предложение тарифа
29968,2021-04-22 7:34:15,Обращение в службу заботы о клиентах
29968,2021-04-26 14:57:29,Удаление телефона из записи
29968,2021-04-26 14:57:43,Удаление из Обращались с номеров
29968,2021-04-26 14:58:37,Удаление из Обращались с номеров
41487,2021-03-08 9:12:04,Обращение в службу заботы о клиентах
41487,2021-03-08 16:43:34,Состояние клиентского оборудования
2360,2021-03-12 14:36:22,Отключение услуги Аренда ТВ-приставки
2360,2021-03-12 14:36:27,Обращение в службу заботы о клиентах
2360,2021-03-12 14:36:54,Оборудование
27508,2021-04-28 17:04:57,Предложение ТВ-пакета
27508,2021-04-28 17:05:02,Обращение в службу заботы о клиентах
26525,2021-04-23 20:49:52,Обращение в службу заботы о клиентах
26525,2021-04-24 7:01:57,Обращение в службу заботы о клиентах
26525,2021-04-24 7:04:32,Предложение тарифа
26525,2021-04-24 7:05:16,Обращение в службу заботы о клиентах
41605,2021-03-17 20:18:20,Смена тарифа
41605,2021-03-17 20:18:34,Предложение IPTV
41605,2021-03-17 20:18:51,Обращение в службу заботы о клиентах
41605,2021-03-17 20:19:02,Предложение IPTV
1138,2021-03-25 14:53:19,Удаление из Обращались с номеров
1138,2021-03-26 16:39:00,Включена 10% скидка
1138,2021-03-26 16:39:21,Смена тарифа
1138,2021-03-26 16:39:36,Изменение истории
2041,2021-04-13 22:54:37,Реестр договоров
7643,2021-03-31 19:20:20,Состояние клиентского оборудования
7643,2021-04-07 10:23:59,Смена тарифа
41670,2021-04-20 15:04:39,Добавление в Обращались с номеров
41670,2021-04-20 15:04:53,Обращение в службу заботы о клиентах
41670,2021-04-22 15:24:51,Предложение ТВ
41670,2021-04-22 22:04:29,Состояние клиентского оборудования
41691,2021-04-14 11:11:03,Закрепление сообщения
41691,2021-04-14 11:11:58,Реестр договоров
41691,2021-04-14 11:12:06,Реестр договоров
5866,2021-03-22 19:28:51,Обращение в службу заботы о клиентах
5866,2021-03-23 12:25:33,Обращение в службу заботы о клиентах
5866,2021-03-23 12:29:52,Обращение в службу заботы о клиентах
5866,2021-03-23 12:33:59,Смена пароля
5866,2021-03-23 12:34:44,Обращение в службу заботы о клиентах
5866,2021-03-23 12:36:26,Обращение в службу заботы о клиентах
40289,2021-03-16 13:56:25,Включена 10% скидка
41731,2021-04-14 15:18:34,Отключение скидки 20%
41731,2021-04-14 15:18:34,Включена 30% скидка
41731,2021-04-14 15:18:35,Смена тарифа
41735,2021-04-15 16:37:21,Перенос денежных средств
41752,2021-03-31 19:23:59,Предложение тарифа
41752,2021-03-31 19:26:09,Обращение в службу заботы о клиентах
41752,2021-04-02 21:05:42,Внутреннее сообщение
41752,2021-04-13 19:44:05,Предложение ТВ-пакета
41752,2021-04-13 19:44:33,Обращение в службу заботы о клиентах
41752,2021-04-13 19:47:17,Обращение в службу заботы о клиентах
41752,2021-04-19 11:07:08,Обращение в службу заботы о клиентах
41752,2021-04-19 11:07:13,Отключение услуги Аренда ТВ-приставки
41752,2021-04-19 11:07:16,Оборудование
41752,2021-04-19 11:07:40,Включение услуги Аренда ТВ-приставки
41752,2021-04-19 11:07:40,Оборудование
41752,2021-04-19 11:07:57,Изменение истории
41752,2021-04-19 11:08:03,Включение старых условий аренды
28761,2021-04-05 18:14:24,Добавление в Обращались с номеров
28761,2021-04-05 18:18:40,Обращение в службу заботы о клиентах
41128,2021-04-22 19:06:32,Предложение тарифа
41128,2021-04-22 19:06:38,Обращение в службу заботы о клиентах
41828,2021-04-28 21:14:48,Закрепление сообщения
41828,2021-04-28 21:14:59,Внутреннее сообщение
41840,2021-03-02 22:07:18,Обращение в службу заботы о клиентах
41840,2021-03-29 14:53:09,Смена пароля
41840,2021-03-29 14:59:03,Обращение в службу заботы о клиентах
41840,2021-03-29 14:59:45,Предложение ТВ
41860,2021-03-24 15:25:17,Активация гарантированного платежа
41860,2021-03-24 15:25:47,Предложение тарифа
41860,2021-03-24 15:25:53,Обращение в службу заботы о клиентах
41860,2021-03-24 15:29:35,Обращение в службу заботы о клиентах
41860,2021-03-24 15:34:44,Обращение в службу заботы о клиентах
41860,2021-04-27 15:33:26,Предложение ТВ-пакета
41860,2021-04-27 15:33:29,Обращение в службу заботы о клиентах
33007,2021-03-12 19:40:53,Обращение в службу заботы о клиентах
33007,2021-03-12 20:01:39,Добавление в Обращались с номеров
33007,2021-03-12 20:01:46,Обращение в службу заботы о клиентах
33007,2021-03-12 20:01:58,Смена пароля
41894,2021-04-01 10:43:57,Предложение ТВ
41894,2021-04-01 10:47:32,Обращение в службу заботы о клиентах
41894,2021-04-02 11:53:16,"Включение услуги ""IPTV-Бонус"""
41894,2021-04-02 11:56:03,Включение услуги Аренда ТВ-приставки
41894,2021-04-02 11:56:04,Включение IPTV-пакета
41894,2021-04-02 11:56:04,Оборудование
41894,2021-04-02 12:02:05,Состояние клиентского оборудования
41901,2021-04-05 20:11:15,Добавление в Обращались с номеров
41901,2021-04-05 20:15:45,Предложение ТВ
41901,2021-04-05 20:16:33,Обращение в службу заботы о клиентах
41901,2021-04-16 18:59:00,Добавление в Обращались с номеров
41901,2021-04-16 19:00:34,Активация гарантированного платежа
41901,2021-04-16 19:01:30,Предложение тарифа
41901,2021-04-16 19:01:38,Обращение в службу заботы о клиентах
41913,2021-04-07 13:39:44,Обращение в службу заботы о клиентах
41913,2021-04-08 15:48:33,Обращение в службу заботы о клиентах
41913,2021-04-08 16:57:33,Смена тарифа
41913,2021-04-08 17:01:10,Внутреннее сообщение
41913,2021-04-09 11:26:45,Смена пароля
41913,2021-04-09 11:27:08,Обращение в службу заботы о клиентах
41913,2021-04-13 11:10:24,Изменение контактных телефонов
41913,2021-04-13 11:11:59,Закрепление сообщения
41913,2021-04-20 15:01:26,Обращение в службу заботы о клиентах
41913,2021-04-25 16:20:03,Предложение ТВ
41925,2021-04-22 13:15:19,Состояние клиентского оборудования
41944,2021-03-30 19:28:33,Обращение в службу заботы о клиентах
42041,2021-04-03 9:41:49,Обращение в службу заботы о клиентах
42041,2021-04-03 9:43:12,Обращение в службу заботы о клиентах
42041,2021-04-05 15:01:45,Уведомления: отключение
42041,2021-04-05 15:02:42,Уведомления: подключение
42041,2021-04-05 15:03:34,Уведомления: подтверждение
42065,2021-03-25 16:12:03,Реестр договоров
34185,2021-03-17 12:10:16,Предложение IPTV
34185,2021-03-17 12:13:47,Обращение в службу заботы о клиентах
41744,2021-03-24 17:33:16,Обращение в службу заботы о клиентах
41744,2021-03-24 17:38:38,Закрепление сообщения
24369,2021-03-24 21:04:50,Реестр договоров
24369,2021-03-24 21:04:59,Реестр договоров
5903,2021-04-03 19:57:55,Обращение в службу заботы о клиентах
42079,2021-04-04 12:47:55,Обращение в службу заботы о клиентах
42079,2021-04-04 12:54:11,Обращение в службу заботы о клиентах
42079,2021-04-04 13:04:20,Обращение в службу заботы о клиентах
40882,2021-04-19 5:45:29,Обращение в службу заботы о клиентах
42111,2021-03-12 10:34:47,Обращение в службу заботы о клиентах
42111,2021-04-10 15:45:06,Обращение в службу заботы о клиентах
42128,2021-03-15 17:40:07,Обращение в службу заботы о клиентах
42128,2021-03-26 11:02:21,Реестр договоров
42133,2021-04-07 15:30:48,Включена 30% скидка
42133,2021-04-07 15:30:48,Смена тарифа
42133,2021-04-07 15:31:02,Изменение истории
42139,2021-03-08 14:10:54,Включение интернета на 20 минут
42139,2021-03-08 14:13:25,Предложение IPTV
42139,2021-03-13 9:07:34,Включение интернета на 20 минут
42139,2021-03-13 9:07:50,Обращение в службу заботы о клиентах
42139,2021-03-27 16:56:52,Включение интернета на 20 минут
42139,2021-03-27 16:57:07,Обращение в службу заботы о клиентах
42139,2021-04-01 17:45:18,Включение интернета на 20 минут
42139,2021-04-02 23:01:19,Включение интернета на 20 минут
42139,2021-04-07 21:27:13,Включение интернета на 20 минут
42139,2021-04-10 16:18:00,Включение интернета на 20 минут
42139,2021-04-15 16:14:27,Включение интернета на 20 минут
42139,2021-04-19 9:41:27,Включение интернета на 20 минут
42139,2021-04-19 9:41:38,Обращение в службу заботы о клиентах
42139,2021-04-20 15:09:39,Включение интернета на 20 минут
42139,2021-04-25 12:29:01,Включение интернета на 20 минут
42156,2021-04-28 18:07:10,Обращение в службу заботы о клиентах
42156,2021-04-28 18:59:51,Возвращение клиента
42156,2021-04-28 19:00:44,Смена пароля
42156,2021-04-28 19:02:16,Изменение данных клиента
42156,2021-04-28 19:04:32,Смена тарифа
42156,2021-04-28 19:06:43,Активация точки подключения на сутки
42156,2021-04-28 19:15:22,Включение услуги Аренда ТВ-приставки
42156,2021-04-28 19:15:22,Включение IPTV-пакета
42156,2021-04-28 19:15:22,Оборудование
42156,2021-04-28 19:21:44,Оборудование
42176,2021-04-01 14:53:39,Предложение ТВ
42176,2021-04-01 14:54:14,Обращение в службу заботы о клиентах
42176,2021-04-08 13:16:30,Обращение в службу заботы о клиентах
42176,2021-04-10 14:05:25,Обращение в службу заботы о клиентах
42176,2021-04-16 15:10:05,Обращение в службу заботы о клиентах
42180,2021-03-03 15:57:11,Обращение в службу заботы о клиентах
42180,2021-03-03 16:15:19,Обращение в службу заботы о клиентах
42180,2021-03-03 17:01:57,Обращение в службу заботы о клиентах
42180,2021-03-06 18:04:19,Активация гарантированного платежа
42180,2021-03-06 18:04:25,Обращение в службу заботы о клиентах
42180,2021-03-09 21:53:33,Обращение в службу заботы о клиентах
42180,2021-04-10 19:28:57,Активация гарантированного платежа
42180,2021-04-10 19:29:27,Обращение в службу заботы о клиентах
42180,2021-04-12 10:45:13,Обращение в службу заботы о клиентах
42180,2021-04-19 19:03:03,Предложение тарифа
42180,2021-04-19 19:03:09,Обращение в службу заботы о клиентах
29700,2021-04-22 11:59:43,Смена тарифа
29700,2021-04-22 12:00:10,Предложение ТВ
29700,2021-04-22 12:01:35,Обращение в службу заботы о клиентах
29700,2021-04-24 20:42:25,Смена тарифа
29700,2021-04-24 20:42:53,Обращение в службу заботы о клиентах
42208,2021-03-25 22:01:45,Обращение в службу заботы о клиентах
42208,2021-04-22 15:24:19,Обращение в службу заботы о клиентах
42208,2021-04-22 16:06:50,Смена IP-адреса
42208,2021-04-22 16:07:08,Включение интернета на 20 минут
42208,2021-04-22 16:07:26,Предложение ТВ
42226,2021-03-30 19:50:12,Изменение данных клиента
42226,2021-03-30 19:50:12,Возвращение клиента
42226,2021-03-30 19:50:12,Смена тарифа
42226,2021-03-30 19:50:12,Внутреннее сообщение
42226,2021-03-30 19:50:14,Активация точки подключения на сутки
42226,2021-03-30 19:50:57,Смена следующего тарифа
42226,2021-03-30 19:52:43,Смена пароля
42226,2021-03-30 19:54:36,Изменение истории
42226,2021-03-30 19:54:38,Изменение истории
42226,2021-03-30 19:54:41,Изменение истории
42226,2021-03-30 19:54:45,Изменение истории
42226,2021-03-30 19:54:52,Изменение истории
42226,2021-04-10 20:30:16,Смена пароля
42226,2021-04-10 20:38:15,Предложение ТВ
42226,2021-04-10 20:38:28,Обращение в службу заботы о клиентах
24374,2021-03-10 18:21:30,Обращение в службу заботы о клиентах
24374,2021-03-10 19:17:20,Обращение в службу заботы о клиентах
24374,2021-03-10 19:20:07,Включена 10% скидка
24374,2021-03-31 22:12:39,Реестр договоров
24374,2021-04-05 23:12:46,Обращение в службу заботы о клиентах
24374,2021-04-05 23:19:37,Предложение ТВ-пакета
24374,2021-04-14 20:31:46,Обращение в службу заботы о клиентах
24374,2021-04-15 10:40:16,Включение услуги Аренда ТВ-приставки
24374,2021-04-15 10:40:16,Оборудование
24374,2021-04-15 10:41:09,Состояние клиентского оборудования
24374,2021-04-15 11:38:28,Обращение в службу заботы о клиентах
24374,2021-04-15 11:39:48,Обращение в службу заботы о клиентах
42242,2021-04-22 13:03:52,Обращение в службу заботы о клиентах
1499,2021-03-28 18:47:54,Перенос денежных средств
42245,2021-03-19 17:15:19,Обращение в службу заботы о клиентах
42245,2021-03-19 21:11:54,Состояние клиентского оборудования
6531,2021-03-19 19:40:14,Обращение в службу заботы о клиентах
42293,2021-03-13 10:26:18,Обращение в службу заботы о клиентах
42293,2021-03-13 10:38:19,Обращение в службу заботы о клиентах
42293,2021-03-13 10:54:17,Смена тарифа
42293,2021-03-13 10:54:27,Смена схемы оплаты
42293,2021-03-13 10:55:14,Активация гарантированного платежа
42293,2021-03-17 7:39:26,Обращение в службу заботы о клиентах
42324,2021-03-26 15:45:59,Реестр договоров
42329,2021-03-22 9:53:30,Внутреннее сообщение
42329,2021-03-22 9:58:35,Обращение в службу заботы о клиентах
42329,2021-03-24 16:10:41,Изменение данных клиента
42329,2021-03-24 16:11:32,Изменение данных клиента
42329,2021-03-24 16:11:34,Смена IP-адреса
42329,2021-03-24 16:12:36,Операция с mac-адресом
42329,2021-03-24 16:13:30,Активация точки подключения на сутки
42329,2021-03-24 16:13:39,Смена тарифа
42374,2021-04-02 17:43:12,Выключение IPTV-пакета
42374,2021-04-02 17:43:12,Включение IPTV-пакета
42374,2021-04-02 17:43:42,"Включение услуги ""Ограничение функций ТВ"""
42374,2021-04-02 17:44:30,Обращение в службу заботы о клиентах
42374,2021-04-22 10:11:59,Предложение тарифа
42374,2021-04-22 10:12:16,Обращение в службу заботы о клиентах
5889,2021-03-11 14:38:28,Смена тарифа
5889,2021-03-11 14:38:28,Включена 10% скидка
5889,2021-03-11 14:38:33,Отключение скидки 10%
5889,2021-03-11 14:38:33,Включена 20% скидка
5889,2021-03-11 14:38:45,Изменение истории
42381,2021-03-30 20:57:40,Обращение в службу заботы о клиентах
34469,2021-03-02 11:22:36,Внутреннее сообщение
34469,2021-04-07 12:16:26,Обращение в службу заботы о клиентах
4449,2021-04-29 21:21:59,Смена тарифа
4449,2021-04-29 21:22:48,Изменение данных клиента
4449,2021-04-29 21:22:48,Возвращение клиента
4449,2021-04-29 21:24:33,Изменение данных клиента
4449,2021-04-29 21:26:52,Изменение истории
4449,2021-04-29 21:27:00,Изменение истории
4449,2021-04-29 21:28:40,Изменение данных клиента
4449,2021-04-29 21:30:20,Активация точки подключения на сутки
41528,2021-04-17 15:03:37,Внутреннее сообщение
41528,2021-04-17 15:03:59,Обращение в службу заботы о клиентах
1266,2021-03-09 18:00:35,Обращение в службу заботы о клиентах
30293,2021-04-20 20:25:33,Обращение в службу заботы о клиентах
30293,2021-04-20 20:28:46,Обращение в службу заботы о клиентах
42501,2021-04-13 17:53:11,Предложение ТВ
42501,2021-04-13 17:53:34,Обращение в службу заботы о клиентах
1179,2021-03-18 12:41:45,Изменение данных клиента
1179,2021-03-18 12:42:30,Изменение данных клиента
1179,2021-03-18 12:42:32,Смена IP-адреса
1179,2021-03-20 21:05:48,Смена тарифа
42533,2021-04-12 9:59:05,Смена тарифа
42533,2021-04-12 9:59:17,Предложение тарифа
42533,2021-04-12 9:59:29,Обращение в службу заботы о клиентах
42533,2021-04-13 13:32:44,Обращение в службу заботы о клиентах
42535,2021-03-03 22:13:26,Обращение в службу заботы о клиентах
42535,2021-04-03 22:37:36,Обращение в службу заботы о клиентах
42542,2021-03-20 15:16:00,Обращение в службу заботы о клиентах
42542,2021-03-20 19:51:20,"Включение услуги ""IPTV-Бонус"""
42542,2021-03-20 19:53:40,Включение услуги Аренда ТВ-приставки
42542,2021-03-20 19:53:41,Включение IPTV-пакета
42542,2021-03-20 19:53:41,Оборудование
42542,2021-03-20 20:04:33,Состояние клиентского оборудования
42542,2021-03-22 19:35:02,Обращение в службу заботы о клиентах
42542,2021-03-22 19:36:26,Предложение тарифа
42542,2021-03-24 18:04:07,Обращение в службу заботы о клиентах
42542,2021-03-24 18:11:47,Удаление из Обращались с номеров
42542,2021-03-24 18:11:48,Удаление из Обращались с номеров
42542,2021-03-24 18:11:48,Удаление телефона из записи
42542,2021-03-24 18:11:50,Изменение контактных телефонов
42542,2021-03-24 18:12:06,Обращение в службу заботы о клиентах
1107,2021-03-01 14:05:28,Обращение в службу заботы о клиентах
1107,2021-03-08 11:33:40,Обращение в службу заботы о клиентах
1107,2021-04-12 20:52:26,Предложение тарифа
1107,2021-04-12 20:55:01,Обращение в службу заботы о клиентах
1107,2021-04-13 15:52:03,Обращение в службу заботы о клиентах
1107,2021-04-13 15:53:03,Смена пароля
1107,2021-04-13 15:53:38,Обращение в службу заботы о клиентах
42570,2021-03-13 21:31:19,Обращение в службу заботы о клиентах
42570,2021-03-13 21:49:54,Обращение в службу заботы о клиентах
42570,2021-03-14 12:20:07,Обращение в службу заботы о клиентах
42570,2021-03-17 15:25:05,Смена пароля
42570,2021-03-17 15:26:11,Оборудование
42570,2021-03-17 16:01:11,Состояние клиентского оборудования
42570,2021-03-17 17:55:32,Обращение в службу заботы о клиентах
42588,2021-04-06 21:55:43,Добавление в Обращались с номеров
42588,2021-04-06 21:56:09,Обращение в службу заботы о клиентах
7369,2021-03-12 14:25:06,Обращение в службу заботы о клиентах
7369,2021-03-12 15:53:22,Состояние клиентского оборудования
7369,2021-03-31 15:26:57,Смена тарифа
7369,2021-03-31 15:27:20,Без границ бесплатно. Включение
7369,2021-04-07 13:50:40,Внутреннее сообщение
7369,2021-04-07 13:51:18,Продление действия тарифа
42660,2021-03-17 19:11:13,Обращение в службу заботы о клиентах
42683,2021-03-16 19:09:42,Обращение в службу заботы о клиентах
42683,2021-04-14 15:14:19,Обращение в службу заботы о клиентах
42683,2021-04-14 15:25:59,Предложение тарифа
42683,2021-04-14 15:27:10,Обращение в службу заботы о клиентах
42693,2021-03-26 22:52:46,Активация ГП с IVR
42693,2021-04-09 23:46:33,Активация ГП с IVR
42701,2021-03-10 22:35:35,Состояние клиентского оборудования
7605,2021-04-12 21:00:47,Обращение в службу заботы о клиентах
7605,2021-04-12 21:03:04,"Предложение акции ""Пригласи друга"""
7605,2021-04-13 20:01:05,Добавление в Обращались с номеров
42717,2021-03-26 9:07:18,Обращение в службу заботы о клиентах
42741,2021-04-13 21:42:50,Обращение в службу заботы о клиентах
42741,2021-04-13 21:47:53,"Предложение акции ""Пригласи друга"""
42745,2021-03-20 12:10:00,Активация ГП с IVR
42748,2021-03-15 12:44:03,Обращение в службу заботы о клиентах
42748,2021-04-10 22:13:50,Обращение в службу заботы о клиентах
42748,2021-04-11 9:22:32,Обращение в службу заботы о клиентах
42751,2021-03-29 4:48:38,Обращение в службу заботы о клиентах
42751,2021-04-18 13:05:44,Обращение в службу заботы о клиентах
42751,2021-04-18 15:44:26,Удаление телефона из записи
42751,2021-04-18 16:34:16,Состояние клиентского оборудования
42770,2021-04-05 9:35:00,Обращение в службу заботы о клиентах
42773,2021-03-31 19:24:51,"Предложение акции ""Пригласи друга"""
42773,2021-03-31 19:25:10,Обращение в службу заботы о клиентах
42778,2021-03-14 14:32:25,Обращение в службу заботы о клиентах
42778,2021-03-22 18:27:50,Активация гарантированного платежа
42778,2021-03-22 18:28:00,Обращение в службу заботы о клиентах
42778,2021-04-14 17:18:50,Обращение в службу заботы о клиентах
42782,2021-03-12 14:24:08,Обращение в службу заботы о клиентах
42782,2021-03-30 9:31:03,Обращение в службу заботы о клиентах
42782,2021-04-12 15:46:00,Обращение в службу заботы о клиентах
42782,2021-04-12 15:52:04,Смена тарифа
42782,2021-04-13 12:39:44,Смена тарифа
42782,2021-04-27 12:13:38,Обращение в службу заботы о клиентах
42782,2021-04-29 18:46:03,Обращение в службу заботы о клиентах
42786,2021-04-16 18:53:00,Обращение в службу заботы о клиентах
42790,2021-03-02 10:07:18,Обращение в службу заботы о клиентах
42790,2021-03-02 11:58:57,Состояние клиентского оборудования
42798,2021-03-01 18:36:14,Обращение в службу заботы о клиентах
42805,2021-03-22 13:23:00,Обращение в службу заботы о клиентах
42827,2021-03-19 12:22:25,Обращение в службу заботы о клиентах
42827,2021-03-19 12:22:34,Закрепление сообщения
42827,2021-03-19 12:34:37,Обращение в службу заботы о клиентах
42827,2021-04-03 19:27:36,Смена пароля
42827,2021-04-03 19:29:50,Обращение в службу заботы о клиентах
42836,2021-04-21 10:43:43,Обращение в службу заботы о клиентах
42902,2021-03-23 18:17:49,Предложение расширенной гарантии на ТВ приставку
42902,2021-03-23 18:18:05,Обращение в службу заботы о клиентах
7443,2021-03-25 0:08:11,Реестр договоров
42925,2021-03-30 18:19:41,Реестр договоров
42938,2021-03-27 9:24:50,Предложение ТВ
42938,2021-03-27 9:24:56,Обращение в службу заботы о клиентах
42938,2021-03-27 12:39:26,Активация точки подключения на сутки
42938,2021-03-27 12:45:58,Состояние клиентского оборудования
42956,2021-03-06 21:57:02,Обращение в службу заботы о клиентах
42956,2021-03-30 17:50:29,Реестр договоров
42968,2021-04-12 10:11:28,Обращение в службу заботы о клиентах
42969,2021-04-15 12:32:49,Предложение ТВ-пакета
42969,2021-04-15 12:33:18,Обращение в службу заботы о клиентах
42976,2021-03-05 10:14:48,Предложение IPTV
